 ,No.,Deletion,Glucose (aerobe),Galactose,Glycerol,Ethanol
 ,1,YAL012W,0.9991506988662955,0.9991506989219605,0.9999219433948467,0.9989497444317146
 ,2,YDR384C,1.0000000000353242,0.9999999999760003,1.0000000000000175,0.9999999952165373
 ,3,YHR163W,1.000000000077018,1.0000000007402747,1.0000000000000124,1.0000000014173425
 ,4,YOR011W,1.000000000077018,1.0000000007402747,1.0000000000000124,1.0000000014173425
 ,5,YDR050C,0.24478490667652208,0.24478490671544595,0.41255421866247244,3.257990604050233e-10
 ,6,YMR323W,1.0000000000353113,1.0000000003594312,1.0000000019184891,1.000000001793432
 ,7,YLL062C,1.0000000000353113,1.0000000003594312,1.0000000019184891,1.000000001793432
 ,8,YHR067W,1.000000000035276,0.9999999994747861,0.9999999994161767,0.99999999877164
 ,9,YBR213W,1.000000000035276,0.9999999994747861,0.9999999994161767,0.99999999877164
 ,10,YDR481C,1.000000000035276,0.9999999994747861,1.0000000019184891,1.0000000017934283
 ,11,YER014W,1.000000000035276,0.9999999994747861,0.9999999849000429,1.0000000002105076
 ,12,YMR205C,0.24463490547937408,0.1860537808224697,0.9999999999999638,1.0000000015514672
 ,13,YIL094C,0.0,0.0,0.0,0.0
 ,14,YCR005C,1.000000000688075,1.000000000072052,0.9999999996745373,1.0000000013399808
 ,15,YPL040C,1.0000000046603863,0.9999999999873267,1.000000000036722,1.000000001194511
 ,16,YNL003C,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,17,YDR503C,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,18,YJL212C,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,19,YPL244C,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,20,YDL238C,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,21,YJR153W,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,22,YLR089C,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,23,YDR513W,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,24,YEL058W,1.0000000043380874,0.9999999955108404,0.9999999992926112,1.000000001483018
 ,25,YKL024C,0.0,0.0,0.0,0.0
 ,26,YLR395C,0.7571803805518518,0.7571803932902837,-5.0,-5.0
 ,27,YDR305C,1.0000000000352474,1.0000000111090948,1.0000000048700903,1.0000000014172736
 ,28,YLR348C,1.0000000000352465,0.9999999999942192,0.9999999999999801,1.0000000014172938
 ,29,YBR121C,1.0000000000663314,1.0000000002244098,0.9999999999999947,1.0000000014172667
 ,30,YEL042W,0.9999999995939861,0.9999999996104313,1.0000000000000147,1.0000000014172903
 ,31,YLR382C,0.9999999995939861,0.9999999996104313,1.0000000000000147,1.0000000014172903
 ,32,YKL188C,0.9999999995939861,0.9999999996104313,1.0000000000000147,1.0000000014172903
 ,33,YFL045C,0.0,0.0,0.0,0.0
 ,34,YMR015C,1.0000000025285856,0.9999999955104567,0.9999999718055811,1.0000000014172752
 ,35,YBL033C,1.7078451831810797e-09,0.0,0.0,0.0
 ,36,Q0085,0.822271219775498,0.8222712171381604,0.40194173818295714,-5.0
 ,37,YBR117C,1.0000000000353377,1.000000000214603,0.9999999999512199,1.0000000014172874
 ,38,YIL124W,0.9999999874840035,0.9999999998756157,0.9999999999999141,1.0000000014172763
 ,39,Q0080,0.8222712171054486,0.8222712166675787,0.4019417051907654,-5.0
 ,40,YGR194C,1.0000000000353628,0.9999999999682437,0.9999999999999499,1.0000000014172792
 ,41,YMR009W,0.9999999997298954,1.0000000000976375,0.999999999999916,1.000000000199437
 ,42,YPL274W,1.0000000077345075,1.0000000000930571,1.000000000000027,1.0000000014166752
 ,43,YAR073W,1.0000000000275056,0.9999999999942004,0.999999978475908,1.0000000009877426
 ,44,YJL219W,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001417287
 ,45,YEL051W,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,46,YDR046C,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,47,YKL203C,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,48,YOR202W,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,49,YGL245W,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,50,YER081W,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,51,YJL070C,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,52,YNL241C,1.000000000035332,1.0000000000930571,1.000000000000027,1.000000001114717
 ,53,YER070W,1.0000000000366456,1.0000000002882172,0.999999999999916,1.000000001114717
 ,54,YPL262W,0.9776206351558402,0.9776206391011616,1.0000000000138591,-6.341485528529879e-10
 ,55,YPL036W,0.9999999994899362,1.0000000002102076,1.0000000000000093,0.9999999978594094
 ,56,YKL029C,1.0000000000351987,0.9999999999941875,1.000000001951847,1.000000004452093
 ,57,YHR025W,0.0,0.0,0.0,0.0
 ,58,YHL036W,1.0000000001345217,0.9999999999941541,1.0000000002161409,1.0000000014172363
 ,59,YML056C,1.0000000001345217,0.9999999999941541,1.0000000002161409,1.0000000014172363
 ,60,YML059C,1.000000000035316,0.9999999999942081,0.999999989194126,1.0000000014172896
 ,61,YIL074C,1.000000000035316,0.9999999999942081,0.999999989194126,1.0000000014172896
 ,62,YKL104C,1.000000000035316,0.9999999999942081,0.999999989194126,1.0000000014172896
 ,63,YCL040W,1.0000000000353158,0.9999999999942081,0.999999989194126,1.0000000014172896
 ,64,YLR447C,1.0000000000353202,0.9999999999942081,0.999999989194126,1.0000000014172896
 ,65,YOL058W,0.0,0.0,0.0,0.0
 ,66,YAR035W,0.99999999969225,0.9999999999941469,1.0000000077133337,1.0000000073265916
 ,67,YCR012W,0.14076581541540498,0.14076581643825037,0.4612048264239868,0.0
